,Value,System,Privacy,Spam,Finance,Others,commentid,appid
6033,千万别在小米商店下载，请负责人员尽快解决安装包审核问题。其实这款office真不,0,0,0,0,0,1460806,43736
6034,注册不了，白费流量下载了。建议用金山,0,0,0,0,0,1369317,43736
6035,别浪费时间下载,0,0,0,0,0,1228147,43736
6036,和其它网站下载的鉴名不一致，小米商店的做过改动吧，会闪退，其它地方下载的就没有这个问题,0,0,0,0,0,1163553,43736
6037,闪退，红米电信版，不建议下,0,0,0,0,0,1031570,43736
6038,小米应用里面下载的用不了，360、豌豆荚、google应用里面下的能用，你们自己猜猜为什,0,0,0,0,0,1004736,43736
6039,没微软账号无法使用，而且无法注册微软账号（至少我没找到注册的办法），这软件下载就是浪费流量，浪费时间，请大家注,0,0,0,0,0,983522,43736
6040,挺垃圾的，不建议下,0,0,0,0,0,833017,43736
6041,差评，内有链接下载别的软,0,0,0,0,0,1751005,795
6042,签到的时候会跳出涉黄软件的下载推,0,0,0,0,0,3320835,9859
6043,原来是小米版还说满足一切要求最好不要下,0,0,0,0,0,1656604,100503
6044,怎么下载图片，求解,0,0,0,0,0,780024,69941
6045,为什么有些图片下载不了 能下载的只有一点点？？？,0,0,0,0,0,768994,69941
6046,垃圾          不要下,0,0,0,0,0,2456965,55444
6047,打不开，大家不要下载,0,0,0,0,0,2336767,55444
6048,尼娘的～下载后根本玩不了，白屏的…一星都不想给,0,0,0,0,0,1378506,51446
6049,下载了打开就一直白屏，好失,0,0,0,0,0,1341508,51446
6050,啥子破游戏，老子下载安装后居然不能玩，笃逼得就是白屏，什么垃圾中的战斗逼！简直在坑消费者的流量，真不是东东！被迫给一,0,0,0,0,0,1248688,51446
6051,一点也不好播放总是出现问题，真是不该下载这个每日英语,0,0,0,0,0,2427908,60873
6052,看介绍能离线下载，但实际用无线下载完，没有网的时候根本听不了！有时还闪,0,0,0,0,0,981074,60873
6053,打到中间要我下载数据包…点了之后根本没反,0,0,0,0,0,852989,53875
6054,游戏太垃圾 千万不要下,0,0,0,0,0,667090,53875
6055,黑屏完全打不开，下载了安装了好几,0,0,0,0,0,3867347,426841
6056,没意思，等了很久都是平凡的一生，你们千万别下,0,0,0,0,0,2936183,426841
6057,垃圾，组合好的图片说下载失,0,0,0,0,0,4629939,65122
6058,辣鸡游戏不要下,0,0,0,0,0,4395551,428929
6059,为什么一打开就是黑屏，不好玩，建议不要下载,0,0,0,0,0,4091637,244270
6060,黑屏。别下载。差差差差差差差差差差差差差差差,0,0,0,0,0,4082878,244270
6061,对呀，一颗星都不想给。这个游戏创作者是谁呀？你出来我保证不打死你。投诉这家公司。小伙伴们，千万不要下载哦。真的我不骗你们的我试过了,0,0,0,0,0,3893306,452904
6062,"啥lj游戏，看图是中文的，下载之后却变成了English,差评😠",0,0,0,0,0,4339368,442955
6063,下载好,0,0,0,0,0,4282078,442955
6064,下载后看到一半就不能看了，什么破东西,0,0,0,0,0,2798477,85501
6065,每次下载之后还能用。退出，过一段时间，就无法登陆了,0,0,0,0,0,3451242,37721
6066,为什么老提示升级缺无法下载？小米手机,0,0,0,0,0,2267083,37721
6067,首先是表示我的手机已注册！记得是第一次下载安装！感觉很是奇怪！其次是用手机登录，点击忘记密码！新密码无法输入,0,0,0,0,0,2233364,37721
6068,出门在外强制升级，又下载不了，瞎耽误功夫,0,0,0,0,0,1996116,37721
6069,目前来说没啥用。下载个保留下。为了以后坐飞机方便吧。话说回来。这年代。信息来自手机！每个APP都别出来混！！,0,0,0,0,0,739800,37721
6070,进去就让下载其他东西，辣,0,0,0,0,0,4415738,443827
6071,看了评论刚下载好果断删,0,0,0,0,0,4064753,100260
6072,一星都不想给，都是虚拟额度，就算是给你十万你也提不出来，垃圾的要死，大家千万不要下载，骗资料的,0,0,0,0,0,3960090,100260
6073,垃圾骗人的  不要下载,0,0,0,0,0,3814672,100260
6074,？？70000 一分借不出来 ，骗资料得吗？  千万别下,0,0,0,0,0,3779676,100260
6075,需要借钱的朋友 不用下载了  额度会秒出 还高的吓人  想借钱  没门  直接秒拒   不过挺痛快  比那些审核一两天  甚至一周的  然后给你来个审核不通过的要好太多  起码不耽误时间   就凭这点  我都要给你1颗,0,0,0,0,0,3772214,100260
6076,垃圾，大家别下载。艹你妈的逼，填写了一大堆资料，给了35000额度一分借不出。垃圾的平台就是骗资料的,0,0,0,0,0,3718001,100260
6077,太他妈垃圾了，大家千万别下载，本人用命保证,0,0,0,0,0,3698939,100260
6078,下载 骗资料？ 操  孙,0,0,0,0,0,3670446,100260
6079,"下载只为了评论，TMD完全是骗资料的，给了额度，又给秒拒，90天NMB,谁用谁S",0,0,0,0,0,3646815,100260
6080,下载只为评论，资料递交35000，申请提现秒拒清零，90天后再来，一点也不像生意人，没点气魄，不借光明正大不给额度，直说，需要这样一步步骗？真当别人傻？就是你不给额度要借的人也会把资料递交一试，不要觉得你的方法有多高,0,0,0,0,0,3636033,100260
6081,好玩，但我玩的时候就开始下载软,0,0,0,0,0,4304884,446838
6082,什么玩意儿啊，下载半天，最后打不开！要不是看同学都在玩，我一颗心都不想,0,0,0,0,0,4159216,446838
6083,下载不进去,0,0,0,0,0,4075814,446838
6084,不是说了下了高考峰背就可以下载了吗？我安装了无数次还是不行，他妈的，坑我是吧？一星都不想给,0,0,0,0,0,4146605,434911
6085,我也是下载了版本低，最后在应用宝下载了个最新版的，大家可以去应用宝下,0,0,0,0,0,4320048,12710
6086,没人玩是重点，有些在玩的一直打字都不说话，那你们下载这个版本干嘛？没人玩真的很无聊，删了,0,0,0,0,0,3615240,446160
6087,一颗星都不想给，还有些什么实名认证，骗人通通都是骗人的，千万不要下载,0,0,0,0,0,3307983,446160
6088,容易自动删除，又要下载才能用，就是这样不好,0,0,0,0,0,2351078,10728
6089,只有两个贴纸，下载很,0,0,0,0,0,4689204,106167
6090,呵呵，无聊，没有三国那种感觉，吐槽，自己下载试试就知道了,0,0,0,0,0,4078198,431376
6091,骗流量的，刚下载下来就说要更新。更新完又不知道要怎么说,0,0,0,0,0,3300635,431376
6092,太不好玩了不要下,0,0,0,0,0,2719075,120586
6093,他妈的更新安装后更新配置文件更新不出来，一直都是下载更新文件失败，搞毛线呀，玩不了了，小米4不行，华为荣耀5c也不行，太操蛋了,0,0,0,0,0,3697819,74631
6094,怎么竟下载文件失败啊,0,0,0,0,0,3478162,74631
6095,我下载怎么许要两次,0,0,0,0,0,3140669,74631
6096,垃圾游戏，我刚刚下载玩了一会还充了三十块钱，然后第二次进连刚才的区都找不到了，删,0,0,0,0,0,2565634,74631
6097,假，下载后后悔了。太坑了,0,0,0,0,0,4296273,88871
6098,挺无聊的，跳不动还自动退出，劝没耐心的不要下,0,0,0,0,0,4231049,88871
6099,好难玩啊！没耐心的人千万别下,0,0,0,0,0,4223317,88871
6100,慢死了点都点不到总是自动退出，你们千万不要下载，差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差气死人了差死了,0,0,0,0,0,4156964,88871
6101,不好玩！点了不跳！谁都别下载！谁都别代言！作者是谁，我想打他！😡😡😡😡😡,0,0,0,0,0,4058677,88871
6102,擦擦擦，变成这样，音乐节奏感都没了，感觉换了一个喜羊羊游戏。 只能卸掉了，请问各位原版的去哪里下载,0,0,0,0,0,3933577,88871
6103,太不好玩儿啦，你们千万别下载,0,0,0,0,0,3914695,88871
6104,我不知道这个游戏好不好玩，我是刚下载,0,0,0,0,0,3879227,88871
6105,不好玩，反应力太慢了，第一次才15分，老是语言讽刺，越玩越觉的贱！！！这游戏别扭死了！！！！不要下载，相信我，，，，！,0,0,0,0,0,3830588,88871
6106,自动下载软件，点一次，就下载一次。为什么要这样搞,0,0,0,0,0,4221508,362694
6107,怎么下载啊，气死我,0,0,0,0,0,2827793,427172
6108,怎么更新啊  下载了玩不了 心情不美,0,0,0,0,0,2798898,427172
6109,今天刚下载了用，每次刷新好像汇率都是第一次的那个汇率,0,0,0,0,0,3275091,432396
6110,建议大家别下载，这是辣鸡辣鸡辣鸡,0,0,0,0,0,2995599,375095
6111,刚进就觉得不好玩，我下载玩了3分钟就不玩了，画面跟介绍差距太大了，说好的都是托，别被骗了！！！！！！！,0,0,0,0,0,3797887,167050
6112,刚下载不知道好不好玩，先给俩颗,0,0,0,0,0,3710920,167050
6113,看了评论看到别人说进不去以为是乱说的，我手贱点了下载。本来还想充点钱玩的，玩着没多久居然进不去了。还好没充钱，真坑,0,0,0,0,0,3018451,167050
6114,差评，劳资刚完了一天，还冲了一百块钱，就进不去了，重新下载也进不去，，那些给好评的还说自己不是托？？？？？我就见了鬼了，不是托才怪！！,0,0,0,0,0,2977902,167050
6115,才玩一天就进不去，早知道就不下载了,0,0,0,0,0,2977846,167050
6116,刚下载准备玩，进去页面故障，一直按没反应，重新下载，关了又进去还是那样？帮我处理一下，我要进安卓一区，6服，起步成诗，或者帮我注销掉我重新进去，谢谢,0,0,0,0,0,2959614,167050
6117,刚下载，你tm停服了！气死宝宝了,0,0,0,0,0,2519310,167050
6118,劝大家不要下载，不能进去。真的进不去，一颗星都不想给,0,0,0,0,0,3796856,81284
6119,不评论不下载就玩不了游戏也太坑了吧,0,0,0,0,0,3427406,81284
6120,米2s下载了进不了 完美黑,0,0,0,0,0,2151021,939
6121,什么垃圾啊 又是赚下载量的 还要完成下载任务才能使,0,0,0,0,0,4253865,43428
6122,垃圾，没用，千万别下载😠😠,0,0,0,0,0,2784768,43428
6123,玛戈璧一直自己下载软件玩个,0,0,0,0,0,2219433,80583
6124,实在太好玩儿啦，快来下载呀。,0,0,0,0,0,3900808,378785
6125,不好玩，不要下,0,0,0,0,0,3555965,379703
6126,太差了，自动就下载其他游戏，阻止都阻止不了，太失望了！,0,0,0,0,0,2525222,94301
6127,真的别下载，不是完整的，还要付,0,0,0,0,0,4567887,548915
6128,太垃圾了，只有甜甜圈、冰淇淋、冷饮。朋友们，千万不要下载,0,0,0,0,0,4537416,548915
6129,自动下载一大批垃圾软件，千万不要下,0,0,0,0,0,4410053,276811
6130,什么东东？打开自己下载软件！而且还是好几个,0,0,0,0,0,4053408,276811
6131,为什么小米的下载不,0,0,0,0,0,4000032,276811
6132,为什么经常跳出一些下载应用的窗口?_,0,0,0,0,0,3042382,276811
6133,自动下载东西，呵呵,0,0,0,0,0,2669826,276811
6134,尼玛，好玩都还行，只不过要乱下载东西，垃,0,0,0,0,0,2639428,276811
6135,垃圾……强制下载东,0,0,0,0,0,2604434,276811
6136,不好，千万别下,0,0,0,0,0,4325495,214474
6137,辣鸡，千万No下载,0,0,0,0,0,4266671,214474
6138,闪退100％  超垃圾 一下载就跟着几个软件全部下载了  千万不要去下载！,0,0,0,0,0,2457239,110889
6139,老是闪退，大家不要下,0,0,0,0,0,4155969,74938
6140,原来下载的这个相机还可以，重新下载以后居然拍出来的相片这么,0,0,0,0,0,2333356,11177
6141,为什么下载了叫图标都看不到，更本找不到这个应用，大家都有这个问题，不修复的吗，那我们只能差评了！,0,0,0,0,0,4665154,340888
6142,垃圾，你爷爷我都没下载，还卸不,0,0,0,0,0,4652245,340888
6143,下载了，但是四叶草没看,0,0,0,0,0,4638033,340888
6144,下载完没有,0,0,0,0,0,4621754,340888
6145,下载了居然找不到了，一起没升级锁屏还有图片现在不知道跑哪去了！脑残应用垃圾,0,0,0,0,0,4621167,340888
6146,一个个下载找不到，我他妈是总是莫名其妙装,0,0,0,0,0,4606301,340888
6147,同下载找不,0,0,0,0,0,4598613,340888
6148,下载找不,0,0,0,0,0,4595228,340888
6149,为什么下载下来了，却打不开,0,0,0,0,0,4594747,340888
6150,垃圾，下载找都找都找不,0,0,0,0,0,4593884,340888
6151,下载后找不到app了,0,0,0,0,0,4562380,340888
6152,差死了！千万别下载，要不然，气都能把人气死。把我顶上去，让所有人都知道！给你半颗星都嫌多,0,0,0,0,0,4258734,208053
6153,非常差，动不动就自动下载软件,0,0,0,0,0,4439603,270785
6154,操，你他妈逼的，你他妈逼的，逗我玩呢？涂个奶油都涂不上你们千万不要下载,0,0,0,0,0,4414786,270785
6155,自动下载了一大堆垃圾软件，一星都不想给,0,0,0,0,0,4092308,270785
6156,太差了，一点都不好玩，一颗星都嫌多，大家千万不要下载,0,0,0,0,0,4078746,270785
6157,从来不给游戏评价，这个游戏我特么就像上来骂一顿，小孩玩个游戏特么跳一堆游戏下载链接，你特么想钱想疯了,0,0,0,0,0,3977085,270785
6158,不好玩，别下载。一星也不想,0,0,0,0,0,3854682,270785
6159,太烂了，一点都不好玩，大家千万別下,0,0,0,0,0,3688937,270785
6160,太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不不好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩玩了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了了。玩到后面就玩不了了，烂游戏，破游戏，大家別下载，不准给好评，否则老娘杀了你!!!别说1颗星了，半颗星都不想给,0,0,0,0,0,2881341,270785
6161,千万别下，一会儿就被迫下载了10几个应用，而且还没结束还在下，别,0,0,0,0,0,2524723,270785
6162,都不能玩，建议不要下,0,0,0,0,0,4302539,443211
6163,一万一草泥🐴从你加经过。骗我宝贝流量，下载一个，，360。再送你一万个艹泥,0,0,0,0,0,4522424,442290
6164,假的，自身没有破解能力，说要再下载，下载的文件名看似正常，其实是36,0,0,0,0,0,4515870,442290
6165,骗人下载的垃圾软,0,0,0,0,0,4363927,442290
6166,骗子 骗流量的 安装好了 破解密码还得下载破解器 骗16mb流量下载然后下好了 的是360手机卫,0,0,0,0,0,4250539,442290
6167,骗子一个，辣鸡软件，别下载，一份都不想给，这垃圾软,0,0,0,0,0,4179205,442290
6168,骗子，自动下载别的软件,0,0,0,0,0,3859739,442290
6169,骗人的软件！一点用都没有，千万别下载！！,0,0,0,0,0,3639640,442290
6170,我是傻了才会下载一个这样的app,0,0,0,0,0,3574667,442290
6171,根本没用 一环扣一环  就是让你不停下,1,0,0,0,0,3446502,442290
6172,自动下载十几二十个安装包，零,0,0,0,0,0,3828316,297384
6173,神经病的刚刚下载完又一大游戏一直叫你来下,0,0,0,0,0,3555933,297384
6174,玩几分钟下载了一堆软件。。。。。不建议下,0,0,0,0,0,3555342,297384
6175,。。。在公交上，刚下载好，一个火辣美女，醉了，手机还举得很高，差,0,0,0,0,0,3483487,297384
6176,一卸载手机就重启，千万别下,0,0,0,0,0,3507671,232926
6177,第一次下载试用就超出绘制内存限,0,0,0,0,0,3150230,232926
6178,差评，没有一次拼接成功的。每次都是超出内存限制。无语，下载软件后给个差评然后删除软,0,0,0,0,0,2555517,232926
6179,下载这个没用，又假，好无,0,0,0,0,0,3960853,79301
6180,差差差！！！！别下载，这是个不正规的代练软,0,0,0,0,0,4136919,452103
6181,要钱的，还不如买个点读笔呢，可以下载初中高中的所有课本,0,0,0,0,0,3703533,309675
6182,太坑人了，还要钱，大家千万千万千万不要下载安装,0,0,0,0,0,3654511,309675
6183,'哎呀下载了一次封面？打开方式不对，又下载了一次哎呀这只猫好可爱呀,0,0,0,0,0,3597874,314028
6184,希望能有下载的地方，还有增加翻页方式，比如一翻到底,0,0,0,0,0,2632551,314028
6185,没有下载么亲！！！！！,0,0,0,0,0,2506006,314028
6186,没有网络的情况下看过的漫画还能看吗？没有能下载的地,0,0,0,0,0,2497852,314028
6187,才玩半天就不能转弯了不要下载,0,0,0,0,0,3329154,258928
6188,"玩你妈B,自动下载其他软件",0,0,0,0,0,3259443,258928
6189,骗人的，一上来就下载好几个别的软,0,0,0,0,0,2912762,258928
6190,烂游戏，自动下载软件，还扣话,1,0,0,1,0,2812816,258928
6191,红米手机就是进不去？？？是手机的bug还是软件的bug？？？下载用来看防弹，没想到上次更新以后就进不去了..,0,0,0,0,0,4529936,116369
6192,这为什么下载了打不,0,0,0,0,0,4635903,116369
6193,每次要看都要重新下载一遍，不然打不开，加载速度巨,0,0,0,0,0,4513630,116369
6194,为什么更新之后不仅打不开，还会出现一些告示，摁了之后，还是进不去，一直反复这样，卸载之后再下载还是不行？？,0,0,0,0,0,4558952,116369
6195,为了我老少年们下的，可是每次打开都停顿在页面上，重新下载才能看，心好累,0,0,0,0,0,4517626,116369
6196,本来还不相信评论，结果下载下来连登录都登录不了，老子4G＋说网络不好，请稍后重试，连着登录4、5次都一个提示，不想说啥,0,0,0,0,0,4680277,51733
6197,大家都不要被骗了，请不要下,0,0,0,0,0,4612951,51733
6198,垃圾应用谁用谁知道，刚下载完就卸载,0,0,0,0,0,4577264,51733
6199,下载了两个相关应用，只想该个资费而已，但是登录堪比登天，动态码发十遍了，就是上不,0,0,0,0,0,4550999,51733
6200,垃圾，都不知道怎么下载的，恶心的一比，推广这种方式的人死一户,0,0,0,0,0,4659258,334456
6201,自动下载，恶意软件！！,0,0,0,0,0,4655637,334456
6202,辣鸡，自动下载，一分都不想,0,0,0,0,0,4652858,334456
6203,自己下载，真不要脸，浪费我流,0,0,0,0,0,4646586,334456
6204,垃圾，自下载，浪费流,0,0,0,0,0,4644332,334456
6205,辣鸡软件，不小心点到的自动下载安装，小米该好好管管,0,0,0,0,0,4634499,334456
6206,tmd自从我下载了她以后手机莫名其妙的连续黑屏…,0,0,0,0,0,4593083,334456
6207,我下载的视频呢,0,0,0,0,0,4367220,334456
6208,为什么下载不了视频,0,0,0,0,0,4359698,334456
6209,说下载有30话费，其实并没,0,0,0,0,0,4129516,334456
6210,更新了为啥还是进不去，烦躁，下载东西网速飞快，啥子叫网络不可用…,0,0,0,0,0,4379745,430137
6211,前一个月一直在修复更新，今天好不容易可以打开了，一打开弹出个界面没来得及反应点了确定，流量在2秒钟用了几十兆，心痛。。。。最后发现更新了的更挫更挫，。。。我只是为了评论下载的，评论完就,0,0,0,0,0,4365886,430137
6212,在浏览器里面下载的可以登录，但是进去以后找不到那个用满就送的页面了。但是很多东西都用不起，说还在维护中,0,0,0,0,0,4343909,430137
6213,小米下载的都进不去，大家去别的地方下载就可以了，麻烦给个好,0,0,0,0,0,4343137,430137
6214,更新后根本就打不开，一直停在初始页面，根本就进不去，卸载了重新下载，问题依旧，还不停的说我的网络有问题，拜托，我从wifi换到了流量了好吗，可还是等不进去，那就不是我的问题了好嘛，是你app的问题了，好咩，Do you understand？I hope that you can deal with this problem as soon as possible,0,0,0,0,0,4315659,430137
6215,就算是浏览器下载的也登陆不进去，就是软件有问,0,0,0,0,0,4311097,430137
6216,根本打不开  重新下载也不行,0,0,0,0,0,4288672,430137
6217,已经重新下载几次了，仍然无法使用,0,0,0,0,0,4286051,430137
6218,啥优化，老是登录不上去。。。。。。。重新下载两次了,0,0,0,0,0,4285708,430137
6219,更新了也登不上去了，我还在里面花了许多钱！看到的人别下载,0,0,0,0,0,4281907,430137
6220,什么垃圾？？一直说我没联网？？重新下载又说我验证码不对？？服气🙏一星都不想,0,0,0,0,0,4276182,430137
6221,下载了，但是玩不了、提醒一下  各位要是玩不了的话就删除了吧下载了还玩不了真是浪费时间啊,0,0,0,0,0,3123394,34174
6222,为了差评来下载，垃圾携,0,0,0,0,0,4181305,405
6223,下载只为给差评,0,0,0,0,0,4180761,405
6224,垃圾携程，虐童还甩锅，产品一堆问题，专门下载来骂,0,0,0,0,0,4180755,405
6225,下载只为差评，从此不用携程,0,0,0,0,0,4180726,405
6226,下载只为差评，关爱儿童，抵制携程，从你我开,0,0,0,0,0,4180608,405
6227,下载仅为骂你们，没良心的企业还做什么APP？,0,0,0,0,0,4180560,405
6228,垃圾携程，下载只为评论。完了就卸载了。真坑，以后尽量能不用垃圾东西携程的一定不用,0,0,0,0,0,4180421,405
6229,倒闭吧，我专门下载就为个一星评,0,0,0,0,0,4180388,405
6230,下载只为评价，芥末好吃吗,0,0,0,0,0,4180208,405
6231,下载只为差,0,0,0,0,0,4179863,405
6232,下载只为评论 辣鸡携,0,0,0,0,0,4179579,405
6233,下载只为了能评论。虐待孩子已经突破了人们的底线。造成的社会影响岂是一个下跪，一个引咎辞职，拘留能解决的,0,0,0,0,0,4179491,405
6234,我为什么下载携程，就是想给你一个一星，其实一星都不想给！坑用户！坑员工！坑幼儿！祝破产早日战胜携,0,0,0,0,0,4179437,405
6235,都别下载这狗币公司的东西，垃圾，一星都不想给,0,0,0,0,0,4178211,405
6236,下载，评论，卸载，就是为了一口,0,0,0,0,0,4177973,405
6237,下载。安装是为了骂人的。王八携程。快倒闭。骂完删,0,0,0,0,0,4177961,405
6238,专门下载来差评的，看的火大，虽然不是我孩子，要是我孩子，坐牢也得给你整点事出来，艹，好想打,0,0,0,0,0,4177926,405
6239,下载，打星，评论，删除，一气呵成,0,0,0,0,0,4177847,405
6240,为了给一星才下载的！给完马上卸载！多看一眼都是恶心！那么小的孩子怎么下得去手的？！！,0,0,0,0,0,4177801,405
6241,垃圾公司虐童，丧尽天良，劳资就是为了给差评才来下载的。携程不是说匿名也能查到吗，来查劳资啊,0,0,0,0,0,4177790,405
6242,为了评一星下载,0,0,0,0,0,4177727,405
6243,携程，艹你爸爸，垃圾玩意，专门下载后评价的，评完赶紧删了，看着恶,0,0,0,0,0,4177361,405
6244,说要使用过才能评论，特意卸了之后又重新下载来评论，只为说一声“辣鸡”再也不用，不缺你携程一个APP,0,0,0,0,0,4177078,405
6245,骗人的玩意儿！不值得一提！简直就是垃圾！大家希望不要下载，下载了能后悔死你！简直就是浪费时间浪费流量,0,0,0,0,0,1482681,53842
6246,为什么刚下载又要更新？而且更新又是下,0,0,0,0,0,4586313,54227
6247,玛德刚下载就要更,0,0,0,0,0,4578895,54227
6248,刚下载就要更新，还要400m，真垃圾,0,0,0,0,0,4570834,54227
6249,刚下载完就要我更新还以找到新资源为由不让人玩，还要不要脸，不要脸，有毛病，脑残废白,0,0,0,0,0,4537521,54227
6250,刚下载就要更新。版本要多,0,0,0,0,0,4466200,54227
6251,小米商店太垃圾了，下载的什么玩意儿都要重新更,0,0,0,0,0,4358366,54227
6252,下载完要更新，真不好玩，一颗星都不想,0,0,0,0,0,3778186,54227
6253,小米应用商店没有及时升级啊，又要我另外下载,0,0,0,0,0,3689214,79554
6254,下载N次不能登录，刚刚才发现必须用流量登录下次才行，刚下载用WIFI登录一直登录不,0,0,0,0,0,2322560,79554
6255,什么鬼！重新下载好几次！一直都打不开，总是提示检查网络，网络好好的检查你妹啊！反复重新下载好几次了,0,0,0,0,0,2073397,79554
6256,反复重修下载了多次，wifi数据流量都好好的，就是登不上，一直让检查网络设置，检查你妹啊！你是不是来骗流量的。手机为米4,0,0,0,0,0,2073232,79554
6257,总是闪退还提示客户端下,0,0,0,0,0,1827470,79554
6258,更新后，登录不了，只能重新下载旧版,0,0,0,0,0,1484719,79554
6259,来给各位支招了，到广发官网扫二维码进入手机银行，可下载2.8.19最新版，解决无法登录问题。小米商城这边还没更新，等不了它,0,0,0,0,0,1459517,79554
6260,2.8.18最新版本下载升级后不能用，亲们不要下载升级…,0,0,0,0,0,1455627,79554
6261,为了破音而下载，为破音离去而卸载,0,0,0,0,0,2851529,81711
6262,只是为了破破才下载,0,0,0,0,0,2640519,81711
6263,一点都不好玩，一星都不想玩，千万不要下载。👎👎👎😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,0,0,0,0,0,3875425,78058
6264,红米手机别下载，用不了,0,0,0,0,0,4487828,74649
6265,zz软件一个，说39一年，下载好才看见是40块钱一年。支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付婊支付,0,0,0,0,0,3965887,74649
6266,花完钱就不要让用了什么玩意啊，骗子，就告诉升级，升100回了也不让用，大家不杨要下载了,0,0,0,0,0,2520081,74649
6267,登录不了！总是提示没网络！没网络我怎么下载app的？逗,0,0,0,0,0,2293294,74649
6268,原来版本1.1.0卸载从新下载，不要更,0,0,0,0,0,986618,74649
6269,要想操作必须要登录。没有账号还不能注册，既然不能注册我还要下载你这个App干嘛！十分火,0,0,0,0,0,4600808,2020
6270,点了歌曲半天没反应，我怀疑自己下载了一个假ap,0,0,0,0,0,4542844,2020
6271,不能下载歌曲,0,0,0,0,0,3033224,2020
6272,登录不了，也不能下,0,0,0,0,0,2833052,2020
6273,触屏控制差，播放时无法快进快退。不能下载喜欢的音乐，也没有临时播放列表。用户体验质量较差，希望开发商能进行优化。也希望能将应用做的更好,0,0,0,0,0,2273243,2020
6274,不能下载视频，失望,0,0,0,0,0,4701438,55358
6275,为什么不能下载视频了,0,0,0,0,0,3090266,55358
6276,内容加载失败什么意思？卸载重新下载还是一样的？,0,0,0,0,0,4617802,55358
6277,为什么不能下载视频，只能在线观,0,0,0,0,0,4614624,55358
6278,视频不能下载了，垃圾垃,0,0,0,0,0,4592319,55358
6279,视频不能下载,0,0,0,0,0,4535213,55358
6280,lol卸载了，但我去给智哥投票才下载,0,0,0,0,0,4460438,55358
6281,联盟英雄的资料都没了  视频也不能下载  一点用都没,0,0,0,0,0,4439558,55358
6282,不能下载视频,0,0,0,0,0,4359714,55358
6283,真的是菜，看比赛视频找半天，还不能下载，很,0,0,0,0,0,4349338,55358
6284,不能下载视频，这就尴尬了,0,0,0,0,0,4345963,55358
6285,视频可以下载就特完美，希望技术引进,0,0,0,0,0,4344664,55358
6286,视频不能下载这是最骚,0,0,0,0,0,4328959,55358
6287,不能下载视,0,0,0,0,0,4320948,55358
6288,差差差 不能下载视,0,0,0,0,0,4320673,55358
6289,视频 不可以下,0,0,0,0,0,4316394,55358
6290,刚更新的版本卡的很别下,0,0,0,0,0,4249751,55358
6291,不能下载，垃,0,0,0,0,0,4241173,55358
6292,其实下载完后进游戏里还要下,0,0,0,0,0,4128763,24652
6293,垃圾玩意儿 下载到98%提示无法下载数据 垃圾中的战斗,0,0,0,0,0,4039399,24652
6294,没金币了，老是明天送，我只想说送了吗？要不要这么玩？卸载了重新下载安装还是没金币，还是明天送，送了吗？不想骂人！！,0,0,0,0,0,3150283,73613
6295,骗子，烧钱的，下载了会后悔,0,0,0,0,0,1983215,62089
6296,恶心的游戏，特坑钱，别下载了。浪费资,0,0,0,0,0,1159078,62089
6297,滚你爸的，一条鱼用五级炮打几百下都打不到，害我用100元充值。。。。几天就玩光了，大家千万不要下载，坑死了，我一分都不想给。哼,0,0,0,0,0,1072618,62089
6298,绿豆绿豆，总是怕羞，下载好了，设置好后，闪亮登场，三五分钟默默退后,0,0,0,0,0,2562489,58002
